Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
7741_001_S26_trimmed_1.fastq.gz	MAG_579.fa	0.1262	0.2042	98.52	0.748	98.36-98.63	0.748	0.71-0.79	1	1.482	6353/19121	96.51	17	MAG_579_0	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811137__bin.9.fa	0.0995	0.1675	96.45	0.59	96.23-96.66	0.59	0.55-0.63	1	1.361	2878/19807	93.97	76	NODE_13_length_192530_cov_13.6963_ID_23629	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	0.0667	0.0487	97.78	0.395	97.48-98.10	0.395	0.34-0.44	1	1.309	1455/8642	94.41	130	WK023-1-L-48h-02G3_S117_k141_1117	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	GCF_010306265.1_ASM1030626v1_genomic.fa	0.0657	0.0448	99.39	0.39	99.14-99.71	0.39	0.34-0.42	1	1.119	2322/7975	96.1	38	"GCF_010306265.1_ASM1030626v1_genomic_NZ_BLKA01000001.1 Weissella sagaensis strain X0278 contig1, whole genome shotgun sequence"	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	0.0446	0.0287	98.14	0.265	97.65-98.63	0.265	0.23-0.31	1	1.147	1020/7507	93.76	114	"ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence"	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	0.0436	0.0282	95.07	0.259	94.22-95.73	0.259	0.20-0.33	1	1.192	381/7783	90.73	465	WK002-1-L-48h-01F6_S30_k141_2565	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	0.0436	0.0324	98.53	0.259	98.11-98.97	0.259	0.22-0.29	1	1.103	1311/8532	94.14	34	"ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome"	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	YouL_2022__SRR13308526__bin.24.fa	0.0382	0.0637	98.47	0.226	98.14-98.77	0.226	0.20-0.25	1	1.15	2484/19793	93.52	239	NODE_37_length_141872_cov_18.1171_ID_20191	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS08-29__bin.64.fa	0.037	0.0719	97.9	0.219	97.62-98.16	0.219	0.20-0.24	1	1.157	2365/23201	92.9	105	TGS08-29_k141_17440	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	LiZ_2019__SRS3379157__bin.3.fa	0.0335	0.0581	96.98	0.199	96.59-97.33	0.199	0.17-0.23	1	1.2	1442/20657	91.77	627	SRS3379157_k141_320	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	FontanaF_2023__SRR20746869__bin.1.fa	0.0298	0.0329	96.05	0.176	95.17-96.82	0.176	0.14-0.23	1	1.141	602/12958	90.57	751	NODE_117_length_29172_cov_5.0000_ID_19762	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	EBC_147.23.fa	0.0297	0.0578	97.84	0.176	97.42-98.19	0.176	0.16-0.20	1	1.115	1843/22448	92.25	63	EBC_147.23_EBC_147_scaffold_41	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.0247	0.0414	97.88	0.147	97.38-98.38	0.147	0.12-0.17	1	1.103	1395/19857	91.79	80	SAMC044639_k141_719	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	LeechJ_2020__ERS3967699__bin.1.fa	0.0216	0.0392	97.94	0.128	97.39-98.58	0.128	0.10-0.15	1	1.09	1362/21634	91.47	247	ERS3967699_k141_136	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	LeechJ_xxxx__AF84__bin.30.fa	0.0179	0.0292	96.58	0.106	95.56-97.50	0.106	0.08-0.14	1	1.091	667/19478	89.69	330	AF84_k141_2549	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	MAG_45.fa	0.0154	0.0144	98.12	0.091	96.84-99.49	0.091	0.06-0.14	1	1.044	526/10848	90.7	15	MAG_45_0	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	MAG_501.fa	0.0139	0.0116	98.49	0.083	97.16-99.73	0.083	0.05-0.13	1	1.044	480/9710	90.76	0	MAG_501_0	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.013	0.0081	96.73	0.077	95.00-98.65	0.077	0.04-0.13	1	1.131	199/7379	89	59	WK028-2-L-48h-03A1_S20_k141_3165	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.01	0.0071	97.01	0.059	94.94-98.80	0.059	0.03-0.11	1	0.986	209/8010	88.9	74	"ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome"	7741_001_S26
7741_001_S26_trimmed_1.fastq.gz	LeechJ_xxxx__AF54__bin.1.fa	0.0046	0.01	96.48	0.027	93.64-96.82	0.027	0.02-0.06	1	1.022	227/25707	85.85	5	AF54_k141_786	7741_001_S26
7741_002_S27_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	65.3625	68.2183	99.69	756	NA-NA	HIGH	NA-NA	756	682.329	6781/7470	99.69	0	s8.ctg000010c	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	MAG_496.fa	21.1823	17.1815	98.05	245	NA-NA	HIGH	NA-NA	245	268.316	3316/6108	98.05	2143	MAG_496_0	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	13.1417	14.2379	97.13	152	NA-NA	HIGH	NA-NA	152	149.72	3161/7797	97.13	1414	"GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome"	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	PatroJN_2016__SRS1044738__bin.12.fa	0.2511	0.275	99.75	2.904	NA-NA	HIGH	NA-NA	3	2.904	7694/8312	99.75	0	SRS1044738_k141_579	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	MAG_502.fa	0.0298	0.0325	99.41	0.345	99.09-99.79	0.345	0.30-0.38	1	1.197	2047/8402	95.55	199	MAG_502_0	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_415__bin.4.fa	0.0105	0.0153	99.65	0.122	98.95-100.17	0.122	0.10-0.15	1	1.072	1125/10922	92.93	33	NODE_4_length_126714_cov_165.9844_ID_4712	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_337__bin.6.fa	0.0092	0.0155	99.83	0.107	99.08-100.50	0.107	0.08-0.14	1	1.052	1213/12575	92.73	0	NODE_1_length_525164_cov_377.9581_ID_7678	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2235_73323__bin.20.fa	0.0073	0.0167	98.54	0.085	97.50-99.30	0.085	0.06-0.11	1	1.041	887/17246	90.87	0	P2235_73323_k141_56	7741_002_S27
7741_002_S27_trimmed_1.fastq.gz	MAG_501.fa	0.0056	0.0072	99.65	0.065	98.05-101.14	0.065	0.04-0.10	1	1.035	545/9710	91.13	10	MAG_501_0	7741_002_S27
7741_003_S28_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	39.153	41.6148	99.33	550	NA-NA	HIGH	NA-NA	550	536.745	6056/7470	99.33	21	s8.ctg000010c	7741_003_S28
7741_003_S28_trimmed_1.fastq.gz	MAG_496.fa	31.6783	26.1674	98.17	445	NA-NA	HIGH	NA-NA	445	453.229	3447/6108	98.17	2216	MAG_496_0	7741_003_S28
7741_003_S28_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	26.9088	29.6892	96.67	378	NA-NA	HIGH	NA-NA	378	355.624	2730/7797	96.67	1411	"GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome"	7741_003_S28
7741_003_S28_trimmed_1.fastq.gz	PatroJN_2016__SRS1044738__bin.12.fa	2.2068	2.4621	100	31	NA-NA	HIGH	NA-NA	31	32.345	8311/8312	100	0	SRS1044738_k141_579	7741_003_S28
7741_003_S28_trimmed_1.fastq.gz	MAG_502.fa	0.0469	0.0521	99.52	0.659	99.37-99.74	0.659	0.61-0.70	1	1.384	3495/8402	97.21	320	MAG_502_0	7741_003_S28
7741_003_S28_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2235_73323__bin.20.fa	0.0062	0.0144	96.34	0.087	95.06-97.41	0.087	0.06-0.14	1	1.042	454/17246	88.93	0	P2235_73323_k141_56	7741_003_S28
7741_004_S29_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	48.887	48.7342	98.7	434	NA-NA	HIGH	NA-NA	434	420.913	5199/7797	98.7	13	"GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome"	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	39.5376	37.969	99.79	351	NA-NA	HIGH	NA-NA	351	325.123	6991/7470	99.79	0	s8.ctg000010c	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	6.5333	5.7919	99.7	58	NA-NA	HIGH	NA-NA	58	66.37	6517/7154	99.7	64	NODE_10_length_61143_cov_28.9945_ID_1888	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-16-M13__bin.18.fa	1.5554	2.3124	99.71	13.808	NA-NA	HIGH	NA-NA	14	13.808	11177/12242	99.71	6	VB-16-M13_k141_479	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	1.5068	2.2124	99.24	13.377	NA-NA	HIGH	NA-NA	14	13.377	9538/12064	99.24	2	NODE_1_length_333540_cov_36.9994_ID_1661	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	YangC_2021__SRR13259378__bin.4.fa	0.7608	1.0961	99.76	6.754	NA-NA	HIGH	NA-NA	6	6.754	11007/11857	99.76	10	NODE_1_length_474995_cov_31.9992_ID_148470	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-03-M5__bin.22.fa	0.2003	0.3097	99.93	1.778	99.87-99.97	1.778	1.71-1.85	2	2.263	10297/12679	99.33	2	VB-03-M5_k141_132	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	QuijadaN_2022__ERR7245779__bin.25.fa	0.1801	0.1871	99.78	1.599	99.71-99.84	1.599	1.52-1.68	2	2.049	6416/8573	99.07	0	NODE_1_length_351978_cov_309.9895_ID_118563	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-15-M10__bin.23.fa	0.1476	0.1803	99.67	1.31	99.56-99.73	1.31	1.26-1.39	2	1.885	6672/10130	98.66	0	VB-15-M10_k141_353	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-16-M16__bin.5.fa	0.0706	0.1172	98.83	0.627	98.65-98.98	0.627	0.59-0.67	1	1.483	4387/13556	96.43	1488	VB-16-M16_k141_134	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	QuijadaN_2022__ERR7245780__bin.14.fa	0.0627	0.15	99.64	0.556	99.52-99.76	0.556	0.53-0.58	1	1.303	7547/19805	96.94	22	NODE_9_length_243334_cov_66.9984_ID_68957	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.0619	0.1433	99.18	0.55	99.04-99.34	0.55	0.52-0.58	1	1.319	6225/19017	96.46	0	ERS3967688_k141_1437	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__KM-1G__bin.1.fa	0.0537	0.0698	99.56	0.476	99.32-99.76	0.476	0.44-0.51	1	1.273	3499/10591	96.49	3	KM-1G_k141_143	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	YangC_2021__SRR13259377__bin.4.fa	0.0525	0.0754	98.73	0.466	98.55-98.91	0.466	0.43-0.49	1	1.768	2978/11774	95.66	3031	NODE_2_length_342739_cov_411.9856_ID_41139	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	We6_bin.circ.9.fa	0.0457	0.1044	99.1	0.406	98.91-99.30	0.406	0.37-0.43	1	1.272	4640/18267	95.68	74	s34.ctg000041c	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__KM-2D__bin.24.fa	0.0388	0.0598	99.88	0.344	99.66-100.14	0.344	0.31-0.37	1	1.182	3571/12736	95.98	3	KM-2D_k141_584	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	0.035	0.0339	97.79	0.31	97.31-98.19	0.31	0.26-0.36	1	1.169	1077/8063	93.71	2	NODE_1_length_598382_cov_75.9985_ID_32759	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS04-30__bin.1.fa	0.027	0.0448	99.31	0.24	98.95-99.64	0.24	0.21-0.27	1	1.125	2359/13713	94.48	12	TGS04-30_k141_93	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_227__bin.5.fa	0.0251	0.0345	99.43	0.223	99.01-99.81	0.223	0.19-0.25	1	1.118	1871/11189	94.39	1	NODE_13_length_120594_cov_11.9989_ID_9743	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_3__VB13-29__bin.20.fa	0.0224	0.0349	99.09	0.199	98.71-99.48	0.199	0.17-0.22	1	1.228	1790/12991	93.81	28	VB13-29_k141_377	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-08-AG__bin.20.fa	0.0198	0.0349	99.83	0.176	99.43-100.21	0.176	0.15-0.20	1	1.12	2221/14474	94.13	6	VB-08-AG_k141_1700	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB11-29__bin.23.fa	0.0198	0.033	95.31	0.176	94.45-96.15	0.176	0.13-0.24	1	1.499	501/13739	89.87	203	VB11-29_k141_43	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_3__VB13-29__bin.48.fa	0.0185	0.0276	96.63	0.165	95.86-97.29	0.165	0.12-0.21	1	1.126	644/12275	90.93	14	VB13-29_k141_2441	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	KastmanEK_2016__CSB694__bin.4.fa	0.0182	0.0376	98.28	0.161	97.79-98.66	0.161	0.14-0.19	1	1.207	1517/17169	92.47	386	CSB694_k119_25	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	WolfeBE_2014__491_Bayley__bin.8.fa	0.0173	0.0353	98.75	0.154	98.27-99.16	0.154	0.13-0.18	1	1.203	1652/16793	92.79	79	491_Bayley_k119_105	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB10-30__bin.20.fa	0.0148	0.0259	98.3	0.131	97.67-98.94	0.131	0.10-0.16	1	1.09	1034/14302	91.88	170	VB10-30_k141_28	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS04-28__bin.25.fa	0.013	0.0252	97.44	0.115	96.52-98.37	0.115	0.08-0.15	1	1.066	817/16220	90.81	61	TGS04-28_k141_219	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__KM-4D__bin.40.fa	0.012	0.0163	98.96	0.107	98.02-99.64	0.107	0.09-0.15	1	1.053	830/11334	91.91	7	KM-4D_k141_2128	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-15-BD__bin.9.fa	0.0091	0.017	97.28	0.081	96.00-98.54	0.081	0.05-0.12	1	1.175	515/15132	89.67	72	VB-15-BD_k141_603	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-12D__bin.11.fa	0.0087	0.0114	97.79	0.078	96.39-98.90	0.078	0.05-0.12	1	1.042	405/10818	89.95	17	VB-12D_k141_1575	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_408__bin.5.fa	0.0079	0.0107	96.64	0.07	94.84-99.22	0.07	0.03-0.12	1	1.034	265/11274	88.6	7	NODE_6_length_149100_cov_225.9819_ID_15424	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.39.fa	0.0072	0.0148	99.37	0.064	98.20-100.49	0.064	0.04-0.09	1	1.055	879/17236	90.85	52	VB14-F-BR_k141_2877	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB03-30__bin.18.fa	0.0056	0.0093	100	0.05	98.53-101.68	0.05	0.03-0.08	1	1.035	664/13657	90.71	27	VB03-30_k141_788	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_3__VB13-29__bin.36.fa	0.0055	0.0083	98.17	0.049	96.39-100.09	0.049	0.02-0.09	1	1.036	337/12531	88.99	19	VB13-29_k141_1523	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2235_73323__bin.20.fa	0.0053	0.011	97.01	0.047	95.17-98.78	0.047	0.02-0.09	1	1.023	307/17246	87.81	2	P2235_73323_k141_56	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_1__VB-05-BD__bin.48.fa	0.005	0.0087	96.1	0.045	93.96-96.97	0.045	0.03-0.09	1	1.022	183/14350	86.87	15	VB-05-BD_k141_6978	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB06-30__bin.23.fa	0.0049	0.0073	95.9	0.043	93.23-96.19	0.043	0.04-0.11	1	1.021	142/12323	86.59	28	VB06-30_k141_218	7741_004_S29
7741_004_S29_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB15-29__bin.12.fa	0.0033	0.0046	100	0.029	97.64-101.66	0.029	0.02-0.06	1	1.054	352/11663	89.32	0	VB15-29_k141_885	7741_004_S29
7741_005_S30_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	34.1929	22.3146	99.86	149	NA-NA	HIGH	NA-NA	149	135.187	7162/7470	99.86	0	s8.ctg000010c	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811282__bin.3.fa	8.7203	11.7191	99.89	38	NA-NA	HIGH	NA-NA	38	37.58	15703/16264	99.89	120	NODE_2_length_290670_cov_80.9780_ID_5607	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_114__bin.22.fa	8.2614	10.0023	99.54	36	NA-NA	HIGH	NA-NA	36	32.739	12858/14813	99.54	3	DF_114_k141_840	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	We6_bin.full.31.fa	7.114	9.7458	98.81	31	NA-NA	HIGH	NA-NA	31	29.998	11542/16744	98.81	42	s8.ctg000009l	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_100__bin.1.fa	6.196	9.118	99.95	27	NA-NA	HIGH	NA-NA	27	25.821	17694/17959	99.95	0	DF_100_k141_151	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	181.fa	5.2781	6.9565	99.95	23	NA-NA	HIGH	NA-NA	23	20.999	13871/14069	99.95	7	NODE_1_length_2153466_cov_48.443198	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	MAG_632.fa	4.5896	5.566	99.99	20	NA-NA	HIGH	NA-NA	20	18.795	14758/14797	99.99	0	MAG_632_0	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	MAG_496.fa	4.3602	2.2114	97.81	19	NA-NA	HIGH	NA-NA	19	18.923	3070/6108	97.81	76	MAG_496_0	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	3.9012	2.6429	96.27	17	NA-NA	HIGH	NA-NA	17	17.57	2402/7797	96.27	1407	"GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome"	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	MacoriG_2019__CS_R33__bin.1.fa	3.4422	4.076	98.89	15	NA-NA	HIGH	NA-NA	15	14.051	10249/14472	98.89	58	MacoriG_2019__CS_R33__bin.1_contig-120_7	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_100__bin.17.fa	2.0256	1.7507	99.81	8.827	NA-NA	HIGH	NA-NA	9	8.827	9937/10526	99.81	28	DF_100_k141_188	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__TA012_71775__bin.15.fa	1.9924	1.0602	99.88	8.682	NA-NA	HIGH	NA-NA	9	8.682	6102/6335	99.88	0	TA012_71775_k141_519	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	We6_bin.circ.9.fa	1.7734	2.7525	99.52	7.728	NA-NA	HIGH	NA-NA	8	7.728	15739/18267	99.52	4	s34.ctg000041c	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	WolfeBE_2014__771_Tarentaise__bin.3.fa	1.3655	2.0532	99.42	5.95	NA-NA	HIGH	NA-NA	6	5.95	15194/18183	99.42	7	771_Tarentaise_k119_227	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	We4_bin.full.28.fa	1.1896	1.4159	99.7	5.184	NA-NA	HIGH	NA-NA	5	5.184	12485/13711	99.7	10	s5.ctg000006l	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__TA012_71775__bin.5.fa	1.108	1.1745	99.31	4.828	NA-NA	HIGH	NA-NA	4	4.828	10342/12803	99.31	186	TA012_71775_k141_9559	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	GCF_001703515.1_ASM170351v1_genomic.fa	0.8674	0.7931	99.27	3.78	NA-NA	HIGH	NA-NA	4	3.78	8525/10702	99.27	2	"GCF_001703515.1_ASM170351v1_genomic_NZ_CP016839.1 Brochothrix thermosphacta strain TMW 2.1564 chromosome, complete genome"	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.8462	0.6178	99.14	3.687	NA-NA	HIGH	NA-NA	3	3.687	6779/8865	99.14	7	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.3279	0.3272	99.08	1.429	99.00-99.15	1.429	1.36-1.51	2	1.967	6890/12064	98.21	2	NODE_1_length_333540_cov_36.9994_ID_1661	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS01-22__bin.24.fa	0.3267	0.3578	99.52	1.423	99.43-99.58	1.423	1.36-1.50	2	2.282	8745/13279	98.66	161	TGS01-22_k141_474	7741_005_S30
7741_005_S30_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_100__bin.12.fa	0.2202	0.1876	99.72	0.959	99.62-99.83	0.959	0.91-1.01	1	1.847	5938/10313	98.24	66	DF_100_k141_92	7741_005_S30
