Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
7857_173_S220_trimmed_1.fastq.gz	G_275_3_oxydans_assembly.fa	0.5975	0.5891	97.88	1.698	97.81-97.96	1.698	1.61-1.78	2	2.346	5938/14059	97.26	67	NODE_1_length_274614_cov_115.168622	7857_173_S220
7857_173_S220_trimmed_1.fastq.gz	MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2.fa	0.4021	0.3904	98.83	1.143	98.74-98.94	1.143	1.09-1.19	1	1.757	6549/13831	97.62	238	WK004-2-L-48h-01G7_S40_k141_114	7857_173_S220
7857_173_S220_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	0.3089	0.1871	96.65	0.878	96.45-96.88	0.878	0.80-0.94	1	1.488	1766/8642	95.01	0	WK023-1-L-48h-02G3_S117_k141_1117	7857_173_S220
7857_173_S220_trimmed_1.fastq.gz	GCF_011516835.1_ASM1151683v1_genomic.fa	0.233	0.3326	97.78	0.662	97.63-97.94	0.662	0.62-0.70	1	1.429	4886/20150	95.53	180	GCF_011516835.1_ASM1151683v1_genomic_NZ_WOTB01000001.1 Acetobacter musti strain LMG 30640 contig00001, whole genome shotgun sequence	7857_173_S220
7857_173_S220_trimmed_1.fastq.gz	SRR10454517C1506_cerevisiae_assembly.fa	0.0824	0.0784	96.91	0.234	96.39-97.27	0.234	0.20-0.28	1	1.118	1077/13609	92.14	30	SRR10454517C0	7857_173_S220
7857_173_S220_trimmed_1.fastq.gz	GCF_011074885.1_ASM1107488v2_genomic.fa	0.0302	0.1204	98.83	0.086	98.39-99.23	0.086	0.07-0.10	1	1.05	3095/54094	91.18	0	GCF_011074885.1_ASM1107488v2_genomic_NC_054682.1 Brettanomyces bruxellensis chromosome 1, complete sequence	7857_173_S220
7857_173_S220_trimmed_1.fastq.gz	OlgaP_2019__SRR11910536__bin.9.fa	0.0296	0.0262	98.59	0.084	97.49-99.70	0.084	0.06-0.12	1	1.068	651/12525	90.9	72	NODE_1_length_334456_cov_667.9880_ID_365	7857_173_S220
7857_219_S241_trimmed_1.fastq.gz	LeechJ_xxxx__AF80__bin.2.fa	55.3568	44.5745	99.9	152.0	NA-NA	HIGH	NA-NA	152	151.99	9219/9497	99.9	0	AF80_k141_151	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	MAG_608.fa	27.6784	30.7364	98.7	76.0	NA-NA	HIGH	NA-NA	76	73.25	8811/13213	98.7	1	MAG_608_0	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602153__bin.4.fa	14.9318	21.6712	98.46	41.0	NA-NA	HIGH	NA-NA	41	40.518	10845/17572	98.46	21	NODE_1_length_695767_cov_46.0000_ID_85857	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	EBC_088.16.fa	1.1904	2.0432	99.04	3.269	NA-NA	HIGH	NA-NA	3	3.269	15288/20598	99.04	0	EBC_088.16_EBC_088_scaffold_305	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	GCF_001050115.1_ASM105011v1_genomic.fa	0.5981	0.7316	98.5	1.642	98.43-98.56	1.642	1.57-1.70	2	2.14	6841/13539	97.82	22	GCF_001050115.1_ASM105011v1_genomic_NZ_CP012024.1 Bacillus smithii strain DSM 4216 chromosome 1, complete sequence	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	0.0937	0.0577	99.14	0.257	98.62-99.61	0.257	0.22-0.30	1	1.129	1300/7489	94.51	0	ERS1739834_k141_1514	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	0.0739	0.1006	97.27	0.203	96.72-97.67	0.203	0.18-0.24	1	1.1	1255/15952	92.13	7	AF15_k141_25	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	MAG_312.fa	0.0456	0.0569	97.91	0.125	97.13-98.67	0.125	0.09-0.16	1	1.065	920/15037	91.38	0	MAG_312_0	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	0.0191	0.0153	98.25	0.052	96.28-100.22	0.052	0.03-0.10	1	1.026	274/9278	89.26	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	7857_219_S241
7857_219_S241_trimmed_1.fastq.gz	LeechJ_2020__ERS3967702__bin.3.fa	0.0123	0.0125	97.48	0.034	94.41-97.62	0.034	0.03-0.09	1	1.017	180/11918	87.35	7	ERS3967702_k141_103	7857_219_S241
7857_128_S196_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	94.2356	92.3658	99.72	648.0	NA-NA	HIGH	NA-NA	648	591.489	6849/7470	99.72	0	s8.ctg000010c	7857_128_S196
7857_128_S196_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	3.7811	5.6663	98.73	26.0	NA-NA	HIGH	NA-NA	26	25.511	8109/12064	98.73	2	NODE_1_length_333540_cov_36.9994_ID_1661	7857_128_S196
7857_128_S196_trimmed_1.fastq.gz	PatroJN_2016__SRS1044738__bin.12.fa	1.1756	1.2095	100.0	8.084	NA-NA	HIGH	NA-NA	8	8.084	8304/8312	100.0	0	SRS1044738_k141_579	7857_128_S196
7857_128_S196_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	0.338	0.3439	96.34	2.324	96.25-96.59	2.324	1.86-2.51	2	2.484	2223/7797	96.03	1179	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome	7857_128_S196
7857_128_S196_trimmed_1.fastq.gz	MAG_496.fa	0.2665	0.203	97.53	1.833	97.28-97.64	1.833	1.68-2.38	2	2.54	2442/6108	97.09	2772	MAG_496_0	7857_128_S196
7857_128_S196_trimmed_1.fastq.gz	MAG_502.fa	0.1944	0.1993	100.0	1.337	100.03-100.20	1.337	1.27-1.42	2	3.622	6466/8402	99.16	0	MAG_502_0	7857_128_S196
7857_128_S196_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_408__bin.5.fa	0.0087	0.0121	97.21	0.06	95.17-99.82	0.060	0.02-0.11	1	1.029	274/11274	88.7	0	NODE_6_length_149100_cov_225.9819_ID_15424	7857_128_S196
7857_172_S219_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	87.4797	79.2132	99.81	456.0	NA-NA	HIGH	NA-NA	456	419.611	6948/7379	99.81	0	WK028-2-L-48h-03A1_S20_k141_3165	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	3.8368	6.3552	99.17	20.0	NA-NA	HIGH	NA-NA	20	19.848	10487/13589	99.17	14	NODE_1_length_274429_cov_22.9992_ID_7781	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	EBC_095.37.fa	3.4531	5.7193	99.91	18.0	NA-NA	HIGH	NA-NA	18	17.861	13223/13589	99.91	0	EBC_095.37_EBC_095_scaffold_66	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	1.8035	2.2724	98.5	9.401	NA-NA	HIGH	NA-NA	9	9.401	6380/10183	98.5	33	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	1.6056	3.9195	99.7	8.369	NA-NA	HIGH	NA-NA	8	8.369	18064/19857	99.7	32	SAMC044639_k141_719	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	MAG_501.fa	0.7277	0.8864	97.9	3.793	NA-NA	HIGH	NA-NA	3	3.793	5025/9710	97.9	653	MAG_501_0	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	EBC_082.15.fa	0.2229	0.5581	98.73	1.162	98.64-98.80	1.162	1.12-1.21	2	1.894	9472/20483	97.54	54	EBC_082.15_EBC_082_scaffold_602	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	0.2105	0.2593	98.06	1.097	97.95-98.20	1.097	1.02-1.15	1	1.668	3665/10040	96.8	41	NODE_36_length_112572_cov_15.0000_ID_47355	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.1611	0.1101	99.33	0.84	99.16-99.50	0.840	0.78-0.89	1	1.593	2628/5623	97.58	0	AF66_k141_253	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.1119	0.1162	97.62	0.584	97.35-97.88	0.584	0.52-0.65	1	1.318	1728/8251	95.08	4	ERS3967691_k141_96	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.1015	0.0859	99.59	0.529	99.34-99.83	0.529	0.49-0.57	1	1.298	2469/6826	96.77	0	NODE_3_length_161229_cov_37.0000_ID_62026	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.0669	0.0691	99.24	0.349	98.94-99.54	0.349	0.31-0.39	1	1.194	1879/8010	95.43	0	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	LeechJ_xxxx__AF73__bin.2.fa	0.0367	0.0843	98.54	0.192	98.22-98.86	0.192	0.17-0.21	1	1.13	2072/18586	93.17	179	AF73_k141_59	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.0356	0.0533	98.92	0.186	98.31-99.37	0.186	0.16-0.22	1	1.091	1474/12064	93.44	4	NODE_1_length_333540_cov_36.9994_ID_1661	7857_172_S219
7857_172_S219_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.0303	0.0332	98.78	0.158	98.03-99.47	0.158	0.13-0.20	1	1.272	945/8865	93.03	49	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	7857_172_S219
